"","gend","age","bath","ed","emp","pern","hhh","X","Y","panelId","treat"
"85",2,27,1,3,1,3,2,-55.8580595078883,-27.5432827681667,"080b4f1d8334bb1a",0
"86",2,24,1,5,3,2,2,-58.1762393802068,-35.2209098209801,"085131c9fcad2b31",0
"87",1,73,1,3,1,1,1,-58.6914314463256,-34.551278217791,"088bba01f4b7a174",0
"88",2,30,1,3,2,3,2,-68.2931610294864,-32.9132310340748,"0898146d130034cb",0
"89",2,28,1,5,1,3,2,-61.6577808129607,-31.2333312428038,"08ac976bda5f53f2",0
"90",2,32,1,3,1,2,2,-58.4488804101251,-34.6151479182398,"08b4fb4c708bb687",0
"91",1,24,1,2,3,6,2,-57.8272448331031,-34.9098091823487,"08c6d97a0520a5b2",0
"92",2,30,1,3,1,7,2,-62.5251535452325,-31.236000623864,"08d00af467004fc9",0
"93",2,23,2,5,2,6,2,-58.7107768920109,-26.9501251955646,"08d208aaca792009",0
"94",2,19,1,3,2,12,2,-65.2178480527046,-26.8333109955845,"0905d7887991536a",0
"95",1,77,1,2,3,2,1,-58.4488804101251,-34.6151479182398,"09250206976fb9a8",0
"96",1,19,1,2,1,7,2,-68.0308297797123,-47.3332425134874,"09276109af5c109c",0
"97",2,65,1,3,3,5,2,-59.5279587708288,-28.6764585126372,"0931a22a09373401",0
"98",1,50,2,3,1,4,1,-58.2580631285934,-34.876793577096,"093a32cb2827c661",0
"99",1,23,1,2,1,4,2,-60.5254515112398,-32.2330301273979,"094b70cf951d3c37",0
"100",2,68,2,4,1,1,1,-61.8089561108145,-32.0140532291854,"095385f1f3b6a296",0
"101",2,61,1,3,1,2,1,-64.1832160923879,-31.4170640978912,"096c1b37f0881404",0
"102",1,44,1,2,1,2,2,-58.6246088672568,-34.7693065019551,"0988cc44dd22b719",0
"103",2,39,2,2,3,4,1,-58.6914314463256,-34.551278217791,"098d531aaba773b7",0
"104",1,38,1,2,1,5,1,-68.8008483052465,-38.8307903152535,"098d5f13c187849a",0
"105",2,21,1,5,1,3,2,-58.8103623815554,-34.6098501944399,"0990f0f4236ba187",0
"106",1,42,1,2,1,4,1,-61.6577808129607,-31.2333312428038,"0992dd833ac64b19",0
"107",1,41,1,2,1,6,1,-68.741772401042,-32.8882480800092,"099433d36d2c415b",0
"108",2,32,1,5,1,4,2,-60.6696152885451,-31.4770125774097,"09a3a2f4467c5f45",0
"109",2,61,1,5,1,2,1,-58.4488804101251,-34.6151479182398,"09ad37240397526b",0
"110",1,61,1,3,1,4,1,-55.8580595078883,-27.5432827681667,"09c566b1fd5c7106",0
"111",2,79,1,3,3,1,1,-60.7066788994818,-33.1299963261325,"09db0f3cba940f1a",0
"112",1,21,1,3,3,3,2,-59.9587853052329,-34.9154768714772,"0a177c0518fd6d96",0
"113",1,44,1,2,1,2,2,-63.7792471105874,-32.2877127919347,"0a1d67d5b5578a39",0
"114",2,72,1,3,3,2,2,-58.5637335647496,-34.5518231350295,"0a31fc3251676b40",0
"115",1,55,1,2,1,3,2,-60.6696152885451,-31.4770125774097,"0a3d39c6b2f93f32",0
"116",1,38,1,3,1,4,1,-58.6914314463256,-34.551278217791,"0a465b29c43992a6",0
"117",1,30,1,3,1,4,2,-64.439332767481,-23.1429195145417,"0a52a93d547c984b",0
"118",1,57,1,3,2,2,2,-67.9020452530799,-54.0284903730289,"0a563c933ba61cfa",0
"119",2,39,1,3,3,4,2,-55.8580595078883,-27.5432827681667,"0a78bb64b8269b18",0
"120",1,26,1,3,1,8,2,-69.2726528707856,-32.5229690773084,"0a829a937fb9d766",0
"121",1,61,2,3,2,6,1,-60.7066788994818,-33.1299963261325,"0a9cb300b8568ca9",0
"122",2,74,1,3,3,4,1,-62.5251535452325,-31.236000623864,"0ad4570dc72818f5",0
"123",1,25,1,3,1,2,1,-63.4769207257252,-31.7330271897257,"0af12a0120744f7b",0
"124",1,63,1,2,1,2,1,-63.6063353276385,-33.3294461525529,"0af4818bc3372f9c",0
"125",1,26,1,2,1,3,2,-60.0438436477086,-31.6969409558606,"0b00c4c74f0f82d5",0
"126",1,30,1,3,1,3,2,-58.5379364966436,-34.4868750258075,"0b0dfa6634b90313",0
"127",1,19,1,4,3,4,2,-65.0698568024222,-43.1367830367119,"0b13d534589b7c97",0
"128",2,62,1,4,3,5,2,-64.1832160923879,-31.4170640978912,"0b15438a09a3af4b",0
"129",2,21,1,3,1,3,2,-63.8430407554091,-24.8731628877567,"0b20a1255f80ba93",0
"130",2,57,1,3,3,4,1,-65.2711768340015,-24.8911881837991,"0b299324d2b29012",0
"131",1,48,1,4,1,4,1,-60.2924970437052,-33.4822928824669,"0b45db0ddb98a563",0
"132",1,64,1,5,1,2,1,-58.4488804101251,-34.6151479182398,"0b633fcc820821cc",0
"133",2,69,1,3,3,2,2,-60.6035483586041,-35.061197091264,"0b694c5a7c3ff909",0
"134",1,35,1,5,1,4,1,-65.2178480527046,-26.8333109955845,"0bfcdcf842925aac",0
"135",1,54,1,3,1,5,2,-68.4092834046716,-44.0127745716337,"0c0f4d0366f22301",0
"136",1,50,1,3,1,5,2,-54.3959063275068,-25.8735445482849,"0c110210215f5485",0
"137",1,19,1,4,3,6,2,-64.432235728455,-27.8874401651362,"0c1bf6b8462a9f4d",0
"138",2,37,1,3,3,3,2,-55.6781626067178,-27.8838860699044,"0c33b9ffa60541fc",0
"139",2,19,1,3,1,4,2,-58.7412518747816,-34.710055233357,"0c3bb923b65d3760",0
"140",2,36,1,3,3,3,2,-60.9632479719998,-32.9473767894086,"0c427df584f483f5",0
"141",2,73,1,3,3,2,1,-58.9860909733009,-34.6512467273435,"0c43641fd4680293",0
"142",1,45,1,3,1,4,2,-58.5379364966436,-34.4868750258075,"0c47653745a651c7",0
"143",1,22,1,3,1,3,1,-59.1145538004664,-27.7194121391442,"0c525c4adb0a1181",0
"144",2,41,1,5,2,4,2,-58.7770476904653,-34.511070292185,"0c692cb8f169c856",0
"145",2,28,1,5,1,2,2,-60.7066788994818,-33.1299963261325,"0c7a0879d076c730",0
"146",2,25,1,5,1,3,2,-66.5135809789634,-33.8208567840184,"0c8b189cacc7df4c",0
"147",1,32,1,2,1,4,2,-68.741772401042,-32.8882480800092,"0c8bc7aa63696d4c",0
"148",2,50,2,2,1,2,1,-58.4488804101251,-34.6151479182398,"0cbd795a9ad35183",0
"149",2,35,1,5,1,6,2,-58.4488804101251,-34.6151479182398,"0cc708928293fa88",0
"150",2,35,1,3,2,10,2,-62.3041170545294,-35.0520306025413,"0cc73096b1f5a617",0
"151",1,19,1,3,1,5,2,-60.6696152885451,-31.4770125774097,"0cda5fdbbb6425ca",0
"152",1,48,1,3,3,5,1,-70.1277828065513,-38.5080107397005,"0cf86bb48706cc08",0
"153",1,77,1,3,3,3,1,-60.7066788994818,-33.1299963261325,"0cfca22201c77416",0
"154",1,51,1,3,1,6,2,-58.5641494773466,-34.8752388864172,"0d030b2d61f0f6bb",0
"155",2,49,1,3,1,4,2,-58.4488804101251,-34.6151479182398,"0d08c5689b4a9a97",0
"156",1,25,1,2,1,3,2,-61.049649970697,-32.1553227683438,"0d1a48a45df44107",0
"157",2,40,1,3,1,3,2,-58.7770476904653,-34.511070292185,"0d23adc582473f69",0
"158",2,40,1,3,3,5,1,-64.3739294166881,-30.5226954344274,"0d758c05da3d875d",0
"159",1,48,1,2,1,1,1,-58.4488804101251,-34.6151479182398,"0d77f1497c27cd88",0
"160",1,44,1,2,1,6,1,-58.6246088672568,-34.7693065019551,"0d7d8c1c56154b09",0
"161",1,43,1,3,1,4,1,-61.9271558398951,-35.8838778759834,"0d871cc1f6250614",0
"162",2,21,1,3,1,11,2,-63.661242066735,-22.7116119065058,"0d8da40925445fb6",0
"163",1,80,1,5,3,2,1,-65.2178480527046,-26.8333109955845,"0da00c1d93df82ab",0
"164",1,30,1,3,1,5,1,-58.0180951945351,-35.0034017708424,"0da31aad4b22fcf6",0
"165",1,54,1,2,1,2,1,-58.6246088672568,-34.7693065019551,"0da4b1909dc670df",0
"166",1,33,1,3,1,4,1,-68.741772401042,-32.8882480800092,"0db94c1cf3a82a5a",0
"167",1,34,1,3,1,4,1,-58.423469690169,-34.7541169431057,"0f110fdb77354bcb",0
"168",2,45,1,3,3,5,2,-68.6689759067021,-32.9864228370018,"0f23d7a4f8cf7704",0
"169",2,78,1,2,3,1,1,-58.3668830324285,-34.834805250436,"0f2c33f0c999f08c",0
"170",1,38,1,5,1,5,1,-64.1832160923879,-31.4170640978912,"0f539b1b4f48049d",0
"171",2,43,1,4,1,3,2,-68.8008483052465,-38.8307903152535,"0f55cc645913bda8",0
"172",1,54,1,3,1,3,1,-58.4488804101251,-34.6151479182398,"0f59a440dc3f87b9",0
"173",1,72,1,5,3,2,1,-55.8580595078883,-27.5432827681667,"0f63bacb5dcb3f44",0
"174",2,22,2,3,2,2,2,-59.1145538004664,-27.7194121391442,"0f68cc21a2c5cab2",0
"175",1,22,1,5,1,5,2,-58.4488804101251,-34.6151479182398,"0f71f2f6f22b1699",0
"176",2,31,1,2,3,4,2,-68.741772401042,-32.8882480800092,"0f967378350086b9",0
"177",1,55,1,2,1,2,1,-60.3050586979283,-34.2708488135185,"0f97d95ca1896468",0
"178",2,54,1,3,2,3,2,-65.4202763085736,-26.8643171453773,"0faaacf7301df0b0",0
"179",1,48,1,2,1,1,1,-58.423469690169,-34.7541169431057,"0fad0a7c597cb3a0",0
"180",2,43,1,3,1,4,2,-58.5637335647496,-34.5518231350295,"0fc2708a1b90caf1",0
"181",1,23,2,2,2,5,1,-58.4316401585804,-35.0700019908132,"0fcd5bb18ab1af64",0
"182",2,78,1,3,3,1,1,-58.4488804101251,-34.6151479182398,"0fd832cf1ac08339",0
"183",2,72,1,6,1,2,2,-58.4488804101251,-34.6151479182398,"0ff51294f43aa04b",0
"184",1,51,1,3,1,3,1,-58.4488804101251,-34.6151479182398,"0ff62685c8b2dbd3",0
"185",1,55,1,2,2,4,2,-58.5637335647496,-34.5518231350295,"0fffdcf6b28b846f",0
"186",1,30,1,3,1,4,1,-58.4488804101251,-34.6151479182398,"10047bd406089109",0
"187",1,74,1,2,3,3,1,-60.3050586979283,-34.2708488135185,"1007f56fc2603108",0
"188",2,56,1,5,1,4,1,-58.423469690169,-34.7541169431057,"101f42c319c19a4a",0
"189",1,44,1,4,1,4,2,-61.2740258858912,-32.7079613795576,"1025534d6168c425",0
"190",2,28,1,4,3,4,2,-58.6246088672568,-34.7693065019551,"103954241c5800fb",0
"191",1,54,1,5,1,3,1,-58.4488804101251,-34.6151479182398,"10539d8a5a0c0c98",0
"192",1,43,1,3,1,6,1,-58.4488804101251,-34.6151479182398,"109aca6aa425b618",0
"193",1,56,1,2,3,4,2,-58.4488804101251,-34.6151479182398,"10ba110db9538b14",0
"194",2,88,1,3,3,1,1,-58.4488804101251,-34.6151479182398,"10d87243647f5c87",0
"195",1,41,1,4,1,4,2,-60.9632479719998,-32.9473767894086,"10fa63f74554a6af",0
"196",2,63,1,3,3,2,2,-68.9011851830163,-32.9282796299466,"1100b54bb1f26948",0
"197",2,61,1,5,1,2,1,-58.4488804101251,-34.6151479182398,"111573836d902178",0
"198",1,26,1,3,1,3,1,-58.2580631285934,-34.876793577096,"1118439f1bc88abd",0
"199",2,42,1,5,2,4,2,-58.5379364966436,-34.4868750258075,"112f78f8dd5c71bd",0
"200",1,48,1,3,1,1,1,-65.7206912474617,-28.5452384749436,"1142332495b10406",0
"201",2,67,1,2,3,2,1,-55.8580595078883,-27.5432827681667,"116b41669f709d3d",0
"202",2,30,1,5,1,2,2,-68.9012114121372,-32.8783668355289,"117c56609b57c4dd",0
"203",1,51,1,3,1,3,2,-64.3739294166881,-30.5226954344274,"11a6d0fb6080b4d4",0
"204",1,29,1,5,1,4,2,-58.4488804101251,-34.6151479182398,"11aaf73d65317679",0
"205",2,33,1,4,1,3,2,-60.7066788994818,-33.1299963261325,"11b3c5c577565d0d",0
"206",1,20,1,3,1,7,2,-58.6246088672568,-34.7693065019551,"11b5a2bc82631fb8",0
"207",1,20,1,2,1,6,2,-70.979159756615,-49.8815594690106,"11b5f463dd6daa16",0
"208",1,70,1,3,1,1,1,-58.4488804101251,-34.6151479182398,"11fdc0336a68297b",0
"209",1,48,1,4,1,3,1,-58.3413586936725,-34.6784127460771,"120f790f6f1175cf",0
"210",1,57,1,6,1,6,1,-58.4488804101251,-34.6151479182398,"1226cd7b2a415f0d",0
"211",2,52,1,3,1,3,1,-58.6246088672568,-34.7693065019551,"12318f47b0464f2a",0
"212",2,47,1,3,1,4,2,-58.7704904274157,-34.3278587595283,"1235b78512b34bf6",0
"213",2,69,1,4,1,3,2,-61.2740258858912,-32.7079613795576,"125a07d5712f88a3",0
"214",2,25,1,3,1,3,2,-63.4769207257252,-31.7330271897257,"125bcd78346bb673",0
"215",1,70,1,3,1,2,1,-58.4488804101251,-34.6151479182398,"1280b0b80b8adcc6",0
"216",1,36,1,2,1,8,1,-65.8420050450907,-28.4245196975075,"128987ffd8309335",0
"217",1,35,1,2,1,4,1,-58.5053444861507,-34.5263761375676,"1297d10463af312b",0
"218",1,20,1,3,1,6,2,-58.2767767278006,-34.7349189384936,"12a232ac8d007398",0
"219",2,47,1,2,3,7,2,-68.4904365096464,-33.1480582255345,"12aa34014fa3cb18",0
"220",1,65,1,2,1,2,1,-66.3702743222188,-29.4574921855042,"130367a9662630bf",0
"221",2,39,1,2,1,5,2,-58.8654615414644,-33.2502036906973,"13057f8d55231f28",0
"222",1,51,1,2,1,2,1,-59.1275315604157,-33.9965726299644,"132253d59542284c",0
"223",2,28,1,4,1,4,1,-65.0698568024222,-43.1367830367119,"133711d00d6c4c27",0
"224",1,28,1,3,1,2,2,-58.6192889973626,-34.6483469056608,"134d70c06d01ca98",0
"225",1,71,1,2,3,4,2,-58.4488804101251,-34.6151479182398,"135494265afbfa29",0
"226",2,67,1,3,3,2,2,-58.7704904274157,-34.3278587595283,"13650c165a501653",0
"227",1,37,1,2,1,3,2,-63.661242066735,-22.7116119065058,"137d16d63024291c",0
"228",2,71,1,2,3,1,1,-58.6246088672568,-34.7693065019551,"138525c23fcaa459",0
"229",2,60,1,3,1,2,2,-58.6881604368356,-34.6351448148524,"1390129049919b43",0
"230",2,21,1,3,1,6,2,-59.1145538004664,-27.7194121391442,"139d778a9062f46d",0
"231",1,58,1,4,1,3,1,-58.4488804101251,-34.6151479182398,"139f855520124a2f",0
"232",2,78,1,3,3,1,1,-58.4488804101251,-34.6151479182398,"13a3a3d9c55910c3",0
"233",1,27,1,4,3,5,2,-65.2711768340015,-24.8911881837991,"13a669145b0fa3cd",0
"234",1,63,1,3,1,2,2,-61.0059804425198,-34.5467916989979,"13a7260675db1482",0
"235",1,44,1,5,1,1,1,-58.5637335647496,-34.5518231350295,"13a827bcddf91dd6",0
"236",1,29,1,4,1,1,1,-58.4488804101251,-34.6151479182398,"13c29cc35c9b792b",0
"237",1,76,1,2,3,2,2,-58.4488804101251,-34.6151479182398,"13d7ad24fa055264",0
"238",2,23,1,4,2,7,2,-58.1552215029755,-34.8181707378354,"13d8389f428069b0",0
"239",1,30,1,6,1,2,1,-58.4488804101251,-34.6151479182398,"13df6301ab0aaaa4",0
"240",1,21,1,4,1,4,2,-64.1832160923879,-31.4170640978912,"144931689a03bb82",0
"241",1,19,1,3,1,3,1,-59.1145538004664,-27.7194121391442,"145010897cf775b8",0
"242",2,35,1,4,1,3,2,-64.5861516416936,-31.222559240613,"1451d53a4f73888d",0
"243",2,32,1,3,3,4,2,-64.432235728455,-27.8874401651362,"146a206c071b1c04",0
"244",2,74,1,3,3,2,1,-58.3941226666696,-34.7047432858555,"147650532a7736cc",0
"245",2,65,1,3,3,3,2,-60.5254515112398,-32.2330301273979,"14999961f94b2876",0
"246",2,35,1,5,1,3,2,-58.4488804101251,-34.6151479182398,"14b10dc1bad505dc",0
"247",1,18,1,3,1,6,2,-58.3668830324285,-34.834805250436,"14b8d240122b9306",0
"248",2,34,1,3,3,4,2,-64.1807058093911,-27.4502296802384,"152122b0481d9207",0
"249",1,22,1,2,1,3,1,-62.1698825493603,-38.5836883883761,"154600f93c5a5d78",0
"250",2,32,1,5,1,2,2,-60.670037555783,-36.8572624889944,"154802b81da67ba2",0
"251",2,36,1,3,2,6,2,-65.0698568024222,-43.1367830367119,"155927b946287d07",0
"252",1,70,1,3,1,1,1,-64.4933428725017,-33.3297338059771,"1581dfa5ac03a35c",0
"253",2,61,1,3,1,2,2,-58.2767767278006,-34.7349189384936,"15a718b3515b52d9",0
"254",1,44,1,5,1,1,1,-58.6192889973626,-34.6483469056608,"15d2a05937ab74df",0
"255",2,61,1,1,3,2,2,-58.6192889973626,-34.6483469056608,"1619bb55169bfac1",0
"256",1,26,1,3,1,3,1,-57.7400569739232,-37.965633071548,"161d459f3c4cbf75",0
"257",1,26,1,2,1,4,2,-58.4488804101251,-34.6151479182398,"16353ca58f23d6db",0
"258",2,24,1,3,3,4,2,-58.0180951945351,-35.0034017708424,"1635d9db771551f3",0
"259",2,30,1,3,1,4,2,-58.8103623815554,-34.6098501944399,"164060963d8f5442",0
"260",2,20,1,3,1,4,2,-64.1832160923879,-31.4170640978912,"1654ba2315393cb5",0
"261",1,21,1,2,1,5,2,-64.1832160923879,-31.4170640978912,"16643d703d629dd4",0
"262",2,64,1,3,1,6,1,-58.4488804101251,-34.6151479182398,"16928b2c8fafa53d",0
"263",1,44,1,5,1,2,1,-60.7066788994818,-33.1299963261325,"16b04c40b8d9bc29",0
"264",2,76,1,6,1,5,2,-58.4488804101251,-34.6151479182398,"16c5ab57ff14d3c3",0
"265",2,70,1,2,3,2,1,-58.3941226666696,-34.7047432858555,"16c8085309318923",0
"266",1,43,1,4,1,5,1,-68.9012114121372,-32.8783668355289,"16d363b0daa82cb0",0
"267",1,33,1,2,1,4,2,-69.3006109649157,-33.2834880833563,"17041424508c6127",0
"268",2,52,1,3,1,3,1,-58.3941226666696,-34.7047432858555,"17284dd322b848c8",0
"269",2,63,1,2,3,2,1,-61.4550903661255,-34.3738837599828,"17826b0db9c21f73",0
"270",1,39,1,4,1,5,2,-65.2178480527046,-26.8333109955845,"1785187cff63c214",0
"271",1,50,1,5,2,3,2,-59.1145538004664,-27.7194121391442,"178cd6fdb55c4350",0
"272",2,21,1,5,1,5,2,-63.438561798049,-31.0327954779125,"179bd070706abab1",0
"273",2,44,1,2,2,3,1,-58.6246088672568,-34.7693065019551,"17f186a77893c2c5",0
"274",2,60,1,4,1,2,1,-59.1555769737818,-34.2951419261604,"17f3a8d307dabd8c",0
"275",2,72,1,6,1,2,2,-60.7066788994818,-33.1299963261325,"17fa194b0c72501d",0
"276",1,25,2,3,1,5,2,-58.4488804101251,-34.6151479182398,"18086bdb4660b3ac",0
"277",1,18,1,2,3,5,2,-67.5580664653313,-38.5298248372128,"180a79f3b940803a",0
"278",1,74,1,2,1,2,1,-58.4488804101251,-34.6151479182398,"182cbf1f64bc25a2",0
"279",1,41,1,3,1,4,2,-64.1528646180089,-31.1440566145003,"182db1165ba25308",0
"280",2,73,1,3,3,2,2,-62.1698825493603,-38.5836883883761,"18427ba8afb1b565",0
"281",2,55,1,3,3,5,2,-68.741772401042,-32.8882480800092,"184b15c6308785f8",0
"282",2,44,1,3,1,8,1,-68.8008483052465,-38.8307903152535,"1855dddf6989a57f",0
"283",1,27,1,3,1,6,2,-59.1823363320817,-37.3364189517245,"1860b82502cc790c",0
"284",2,29,1,3,1,4,2,-62.2771151207267,-33.0309956732058,"1867ab168384968f",0
"285",2,55,1,2,3,2,2,-62.5251535452325,-31.236000623864,"187318d61da99c52",0
