"","gend","age","bath","ed","emp","pern","hhh","X","Y","panelId","treat"
"41",2,31,1,3,1,4,2,-58.3413586936725,-34.6784127460771,"040473dc5116b734",0
"42",2,27,1,3,2,3,2,-68.0308297797123,-47.3332425134874,"0437c58609a2085b",0
"43",1,66,1,2,1,3,1,-58.6490721584121,-34.5983174361618,"043b2d69f3f4a425",0
"44",1,29,1,3,1,3,1,-60.0438436477086,-31.6969409558606,"0440a563b37d26ca",0
"45",1,56,1,3,1,4,1,-60.6696152885451,-31.4770125774097,"0448853072851f47",0
"46",1,29,1,5,1,5,2,-68.9011851830163,-32.9282796299466,"047f11bfc1b536f9",0
"47",1,75,1,3,1,2,1,-58.4488804101251,-34.6151479182398,"048f53dccd3cf44d",0
"48",1,22,1,3,1,6,2,-58.1552215029755,-34.8181707378354,"04925d031f533b63",0
"49",2,30,1,2,1,3,2,-55.6781626067178,-27.8838860699044,"04c0dd0c87d0a29d",0
"50",1,82,1,2,3,6,1,-58.5379364966436,-34.4868750258075,"04cbb43340f15771",0
"51",1,18,1,2,1,5,2,-61.8089561108145,-32.0140532291854,"0506b6f310d42d1b",0
"52",1,23,1,2,1,4,2,-60.5444404968683,-33.8362510375828,"051a6c6f22213f19",0
"53",1,45,1,3,1,3,2,-58.4488804101251,-34.6151479182398,"055a86cc81148ac4",0
"54",1,29,1,3,1,5,1,-58.3668830324285,-34.834805250436,"057aaa7a1f337768",0
"55",1,26,1,2,3,5,2,-58.3668830324285,-34.834805250436,"0589bdc7bc891c9f",0
"56",2,27,1,2,1,3,2,-58.3668830324285,-34.834805250436,"058a20071a64f40f",0
"57",1,37,1,3,1,7,2,-58.4488804101251,-34.6151479182398,"059b99f372dad00b",0
"58",1,21,1,3,1,5,2,-58.6192889973626,-34.6483469056608,"05a4d450fdfaf234",0
"59",1,42,1,2,1,7,1,-58.1552215029755,-34.8181707378354,"05a59681b4b10d5b",0
"60",1,32,1,3,1,4,1,-68.3505615915447,-34.9460322967049,"0600cc9f79986a81",0
"61",1,54,1,2,1,3,1,-61.4550903661255,-34.3738837599828,"062c3a669665dbd0",0
"62",2,70,1,3,3,2,1,-58.4488804101251,-34.6151479182398,"063299c1529878aa",0
"63",1,20,1,2,1,5,1,-59.4209629556857,-34.6970863011454,"063ad36154503dcd",0
"64",1,24,1,2,1,4,2,-65.1562483911889,-31.7077606035851,"06491fba21d41a32",0
"65",2,40,1,3,3,4,2,-68.8008483052465,-38.8307903152535,"064c3a35849743c7",0
"66",1,26,1,3,1,3,1,-58.423469690169,-34.7541169431057,"06636038b92d6b6b",0
"67",2,28,1,4,1,5,2,-58.4762694631934,-34.8303492519273,"06787da8b7492f34",0
"68",2,19,1,2,2,4,2,-60.3544161561354,-34.6182035687611,"0685c5f5740ffcca",0
"69",1,30,1,3,1,5,2,-65.8420050450907,-28.4245196975075,"06a212fb23055b29",0
"70",2,52,1,3,3,3,1,-59.1145538004664,-27.7194121391442,"06b9902260f98271",0
"71",1,24,1,2,1,5,1,-65.2711768340015,-24.8911881837991,"06c427fa119b9942",0
"72",1,46,1,2,1,6,1,-58.0180951945351,-35.0034017708424,"06d26486a007417a",0
"73",1,41,1,2,1,6,1,-58.3668830324285,-34.834805250436,"07110475973027f1",0
"74",2,51,1,2,3,5,1,-58.5053444861507,-34.5263761375676,"071d42322c1b2410",0
"75",1,19,1,3,3,5,2,-61.049649970697,-32.1553227683438,"0747b43683c37045",0
"76",1,41,1,2,1,6,1,-58.7770476904653,-34.511070292185,"07547b742d540bd4",0
"77",2,47,1,2,1,3,1,-64.4933428725017,-33.3297338059771,"0759a9b2d120900f",0
"78",1,60,1,2,2,4,2,-58.2767767278006,-34.7349189384936,"07614b844931d3f0",0
"79",1,25,1,2,1,2,1,-58.0180951945351,-35.0034017708424,"07627720599bba5d",0
"80",1,51,1,4,1,4,1,-60.7066788994818,-33.1299963261325,"07ba57f4651939b3",0
"81",2,21,1,3,1,5,1,-58.7640220601412,-27.5196363062383,"07d05c1fa072f882",0
"82",2,55,1,3,3,6,2,-58.6490721584121,-34.5983174361618,"07df20acd2a515a4",0
"83",1,42,1,3,1,4,1,-60.5327987490718,-36.2441197272818,"080cb6564b84b527",0
"84",1,19,1,2,2,6,2,-58.4488804101251,-34.6151479182398,"08206468d25c54d4",0
"85",2,21,1,4,1,4,2,-60.7066788994818,-33.1299963261325,"082faa1c23b43fc2",0
"86",1,35,1,3,1,1,1,-62.5251535452325,-31.236000623864,"0868886f3c6b9345",0
"87",1,51,1,3,2,2,1,-67.5580664653313,-38.5298248372128,"0890cf6b0c602286",0
"88",2,42,1,3,1,3,2,-59.1662637711315,-38.2583638301751,"0892577b65f4d950",0
"89",1,33,1,2,1,2,2,-58.4488804101251,-34.6151479182398,"08ad70109cbfa11a",0
"90",1,23,1,2,3,7,2,-58.0180951945351,-35.0034017708424,"08cb64ab27f7ab2b",0
"91",1,39,1,3,1,3,2,-58.6246088672568,-34.7693065019551,"08cc56a8465290a6",0
"92",1,38,1,2,1,3,1,-58.7770476904653,-34.511070292185,"08dad83a86716680",0
"93",2,23,1,4,1,3,2,-68.741772401042,-32.8882480800092,"091553754d512a80",0
"94",1,33,2,1,3,1,1,-65.2490779521593,-30.9564803167803,"093bba0408639824",0
"95",1,19,1,2,2,7,2,-65.4202763085736,-26.8643171453773,"0990367a63269c31",0
"96",2,27,1,3,2,4,2,-68.6080011148552,-33.4110228011791,"09af254749ca7467",0
"97",2,74,1,3,3,5,1,-58.4488804101251,-34.6151479182398,"09b50b66421dc710",0
"98",2,21,1,2,1,2,2,-60.5444404968683,-33.8362510375828,"09d148332a69a0ca",0
"99",2,25,1,3,3,4,2,-69.5128052140985,-33.6252198323936,"09f55bf692605cdc",0
"100",1,56,1,2,2,3,2,-59.1662637711315,-38.2583638301751,"09fb6dfccc383c1f",0
"101",2,21,1,4,3,5,2,-60.2924970437052,-33.4822928824669,"0a035438d39d52f5",0
"102",1,18,1,2,1,5,2,-59.8985027301336,-30.1063468632266,"0a1cd1d3b71a2759",0
"103",2,55,1,3,1,4,2,-58.2580631285934,-34.876793577096,"0a21993c60685506",0
"104",1,25,1,3,1,2,1,-57.7400569739232,-37.965633071548,"0a356da57c1b23a8",0
"105",2,74,1,5,3,2,2,-58.4488804101251,-34.6151479182398,"0a42d2746c1ca283",0
"106",2,40,1,3,1,7,2,-58.7770476904653,-34.511070292185,"0a45f66af554a18d",0
"107",1,44,1,2,1,6,1,-59.1275315604157,-33.9965726299644,"0a4d4282af4b6270",0
"108",1,27,1,2,1,10,2,-60.6696152885451,-31.4770125774097,"0a6bc853d8da819a",0
"109",2,36,1,3,3,5,1,-62.5251535452325,-31.236000623864,"0a837bd023061ab9",0
"110",1,23,1,2,1,8,2,-68.741772401042,-32.8882480800092,"0a9bb344f919aff8",0
"111",1,34,1,3,3,6,2,-63.2562238529538,-32.5143344670918,"0aa4a2751b067d3b",0
"112",1,29,1,3,1,3,1,-60.0438436477086,-31.6969409558606,"0aa6ba03ab529d42",0
"113",2,70,1,3,3,2,1,-59.1823363320817,-37.3364189517245,"0aa6c5c96d8193a5",0
"114",1,20,1,2,1,7,2,-58.6914314463256,-34.551278217791,"0ab2a45ff58f05d0",0
"115",1,52,1,3,1,4,1,-64.432235728455,-27.8874401651362,"0acd89d547526a2b",0
"116",2,20,1,3,1,8,2,-60.4622705179452,-26.7863907850135,"0ad23dadaa624728",0
"117",2,19,1,2,2,4,2,-59.6979640185907,-36.789573869325,"0ad330830a82f94a",0
"118",2,64,1,3,1,5,1,-58.9025599874312,-34.4479556816522,"0ad6a2cf187bf8ba",0
"119",2,27,1,3,1,4,2,-61.7047418962957,-32.6122445710241,"0b32a62b43bcda75",0
"120",2,26,1,3,3,5,2,-68.6080011148552,-33.4110228011791,"0b48b245fabcc771",0
"121",1,36,1,3,1,3,1,-69.2726528707856,-32.5229690773084,"0b766c487545063c",0
"122",1,68,1,3,3,2,1,-61.4550903661255,-34.3738837599828,"0b86d7085733ab9d",0
"123",2,21,1,2,2,11,2,-65.9501604030497,-30.3218330834208,"0b9b987d3c4266df",0
"124",1,34,1,3,1,2,2,-58.7640220601412,-27.5196363062383,"0bb3715ba582433d",0
"125",2,42,1,2,3,4,2,-58.3941226666696,-34.7047432858555,"0c04c2f93ac62783",0
"126",1,32,1,3,3,6,2,-63.2562238529538,-32.5143344670918,"0c06286f907f970b",0
"127",2,40,1,3,1,7,2,-58.2767767278006,-34.7349189384936,"0c1b47cf3f619bc9",0
"128",2,50,1,3,3,4,1,-60.4139182041235,-28.9721169924586,"0c3b200b0d52bff3",0
"129",1,72,1,3,3,1,1,-64.1807058093911,-27.4502296802384,"0c479bfa84114843",0
"130",2,74,1,3,3,3,1,-58.4488804101251,-34.6151479182398,"0c7cdd25b9491585",0
"131",2,21,1,3,1,7,2,-61.3803332071402,-27.5836931487391,"0c88bf6ff6026002",0
"132",2,63,1,2,3,2,1,-58.4488804101251,-34.6151479182398,"0ccb8bc4699644c8",0
"133",2,36,1,3,1,4,2,-62.5251535452325,-31.236000623864,"0cd0430d358bdc7b",0
"134",2,51,1,2,1,2,2,-58.3668830324285,-34.834805250436,"0cf0069813f0c67b",0
"135",1,27,1,2,1,3,2,-61.6577808129607,-31.2333312428038,"0d1074f80237bff0",0
"136",2,20,1,4,3,5,2,-60.9632479719998,-32.9473767894086,"0d16a1bff4a14a80",0
"137",2,50,1,2,1,4,2,-58.4488804101251,-34.6151479182398,"0d33611a059c3541",0
"138",2,23,1,4,3,4,2,-60.7066788994818,-33.1299963261325,"0d40d33009953617",0
"139",1,42,1,2,1,6,1,-58.4488804101251,-34.6151479182398,"0d45f17a96af3d05",0
"140",2,67,1,3,3,2,2,-58.6881604368356,-34.6351448148524,"0d5fb4f061774a02",0
"141",2,37,1,3,1,3,2,-57.8272448331031,-34.9098091823487,"0d6c97934d5285c4",0
"142",2,65,1,3,1,4,2,-58.6881604368356,-34.6351448148524,"0d70b4992a69d70b",0
"143",1,28,1,2,1,3,2,-61.3607746418216,-30.2302880837076,"0d7256ad73fa1872",0
"144",1,49,1,2,1,1,1,-58.3668830324285,-34.834805250436,"0d7530a82b93a1a7",0
"145",2,70,1,3,3,2,1,-58.4488804101251,-34.6151479182398,"0d82612508a6643a",0
"146",1,19,1,2,1,5,1,-58.4488804101251,-34.6151479182398,"0da5431aa54c014c",0
"147",1,20,1,3,2,5,2,-70.5663895816414,-51.4133900352533,"0dc210ba63127c40",0
"148",1,67,2,2,3,5,1,-64.5861516416936,-31.222559240613,"0dcfb7077dba7a21",0
"149",1,29,1,3,1,4,2,-62.2771151207267,-33.0309956732058,"0f017bf1c423923a",0
"150",1,22,1,3,1,10,2,-68.6080011148552,-33.4110228011791,"0f2122da4a8b3532",0
"151",2,73,1,4,3,2,2,-61.8343505329433,-38.8498593338339,"0f32fdd3c4826342",0
"152",1,41,2,2,1,2,1,-58.423469690169,-34.7541169431057,"0f41bb8a251784d0",0
"153",2,23,1,5,1,4,2,-69.2726528707856,-32.5229690773084,"0f6394f703b578a4",0
"154",2,65,1,2,3,1,1,-58.3413586936725,-34.6784127460771,"0f91664f8637570c",0
"155",1,33,1,3,1,12,1,-62.1698825493603,-38.5836883883761,"0fa00f64d6f87f04",0
"156",2,22,1,3,1,7,2,-58.2373800389925,-31.2907523920677,"0fb1842381f57164",0
"157",2,29,1,4,1,5,2,-58.6246088672568,-34.7693065019551,"0fbaffa790bcac24",0
"158",1,35,1,2,1,4,1,-58.6192889973626,-34.6483469056608,"0ff447a445b5da12",0
"159",2,62,1,3,3,6,1,-68.5342005205531,-31.5331511580079,"0ffbd509f2373607",0
"160",1,26,1,2,1,5,1,-65.4202763085736,-26.8643171453773,"0ffc5f2f8af52bf9",0
"161",1,50,1,3,1,4,2,-58.4488804101251,-34.6151479182398,"0ffffb5f29da7863",0
"162",1,19,1,2,1,6,2,-58.7671488445331,-35.5107518799604,"103d685945d04afd",0
"163",2,50,1,5,2,4,2,-58.4488804101251,-34.6151479182398,"1050107a48b4a833",0
"164",1,41,1,3,2,1,1,-58.6246088672568,-34.7693065019551,"106172a5a72554a1",0
"165",1,52,1,2,1,6,1,-69.2726528707856,-32.5229690773084,"10644cd979b4979f",0
"166",2,64,1,4,3,4,1,-65.2711768340015,-24.8911881837991,"107bc876053aa692",0
"167",2,30,1,3,3,8,2,-58.6064376242289,-34.3821627094564,"1095f1abcaff456f",0
"168",2,39,1,3,2,7,2,-70.5663895816414,-51.4133900352533,"10af0c54aacb3b28",0
"169",1,48,1,4,1,3,1,-58.4488804101251,-34.6151479182398,"10d08a575178bcba",0
"170",2,21,1,3,1,4,2,-58.0681465328077,-28.2367559570883,"10d446c3fbb54f8c",0
"171",2,47,1,2,1,4,2,-58.7704904274157,-34.3278587595283,"1139cb4cc753b0f4",0
"172",2,21,1,2,1,12,1,-65.2711768340015,-24.8911881837991,"114d955937796453",0
"173",1,51,2,3,1,1,1,-58.6881604368356,-34.6351448148524,"1161fd78f29b7209",0
"174",2,73,1,3,3,5,1,-58.6246088672568,-34.7693065019551,"1183dc6f87b61fc9",0
"175",2,47,2,1,1,3,1,-58.6246088672568,-34.7693065019551,"11a48650298f1a12",0
"176",1,46,1,2,1,4,2,-58.4488804101251,-34.6151479182398,"11f0a34a8cc00c00",0
"177",1,31,1,2,1,6,2,-60.236401893874,-38.5140258672422,"1212f459f24a4023",0
"178",1,19,1,3,1,3,1,-60.4139182041235,-28.9721169924586,"125b3798781352ac",0
"179",2,70,1,4,3,3,1,-69.2726528707856,-32.5229690773084,"127d5947c94aa109",0
"180",1,21,1,2,1,5,1,-58.4488804101251,-34.6151479182398,"128b9d8bfd38c493",0
"181",2,29,1,3,2,3,2,-69.2726528707856,-32.5229690773084,"1290c939704307b0",0
"182",2,46,1,3,1,4,2,-57.6442232539443,-37.4986823554736,"130abf988c339acb",0
"183",2,46,1,2,1,4,2,-58.3413586936725,-34.6784127460771,"134408d8bd8902d6",0
"184",2,28,1,3,1,3,1,-58.6914314463256,-34.551278217791,"13478b34f994742f",0
"185",2,71,1,3,3,2,1,-58.5053444861507,-34.5263761375676,"1364f3df36d2115c",0
"186",1,27,1,3,1,5,1,-55.8580595078883,-27.5432827681667,"137fc918a26ff3bb",0
"187",1,34,1,2,1,6,2,-58.423469690169,-34.7541169431057,"1386a35d71b3d726",0
"188",2,27,1,4,1,3,2,-67.5580664653313,-38.5298248372128,"13898547c42d61db",0
"189",2,76,1,4,3,2,1,-58.4488804101251,-34.6151479182398,"1392d1a55421b053",0
"190",2,57,1,1,3,3,2,-66.3702743222188,-29.4574921855042,"13a3d90f9a0cd2ba",0
"191",2,71,1,5,3,2,2,-58.4488804101251,-34.6151479182398,"13a821a11cfcff78",0
"192",1,21,1,3,3,5,2,-60.2924970437052,-33.4822928824669,"13afb23d40b9df49",0
"193",2,41,2,3,2,4,2,-58.3413586936725,-34.6784127460771,"13f7d834df2b2583",0
"194",1,29,1,2,1,3,2,-58.8654615414644,-33.2502036906973,"13f8d58911888c50",0
"195",1,36,1,2,1,3,1,-60.7066788994818,-33.1299963261325,"14110ca8db57b365",0
"196",1,19,1,4,1,4,2,-58.6192889973626,-34.6483469056608,"1411fb01a089c600",0
"197",1,24,1,3,1,5,2,-58.2580631285934,-34.876793577096,"14200dd5333b8b4c",0
"198",2,73,1,3,3,1,1,-71.306231274193,-40.3011508767928,"1424696073ca73b8",0
"199",1,76,1,3,3,3,1,-58.5053444861507,-34.5263761375676,"143602fabbaf3dc2",0
"200",2,71,1,3,3,3,1,-57.7400569739232,-37.965633071548,"1456df2902cd61d1",0
"201",1,36,1,3,1,7,1,-68.6689759067021,-32.9864228370018,"145d3fb56767a2c0",0
"202",1,64,1,5,1,2,1,-58.4488804101251,-34.6151479182398,"146474b9bb9aafb2",0
"203",1,44,1,2,1,4,1,-58.8103623815554,-34.6098501944399,"1468cba5df7285c3",0
"204",1,34,1,3,1,4,1,-58.5053444861507,-34.5263761375676,"146aa3b4c3b13b8b",0
"205",1,40,1,3,1,4,2,-65.7795488733945,-24.53667460041,"148d3da5574a0f12",0
"206",1,42,1,3,1,4,1,-60.7066788994818,-33.1299963261325,"14bd985c452b748c",0
"207",2,70,1,4,3,2,2,-60.7066788994818,-33.1299963261325,"14bda40b1b4c058b",0
"208",1,30,1,3,1,3,1,-58.8103623815554,-34.6098501944399,"151f1a312183156c",0
"209",1,29,1,3,1,6,2,-58.3668830324285,-34.834805250436,"1524376bfd07bc19",0
"210",1,48,1,3,1,5,1,-65.7795264705514,-28.5151530755239,"1532c59f9a80762b",0
"211",2,49,1,2,2,3,2,-58.8829412440182,-34.1386177245953,"15394f087c69b543",0
"212",2,47,1,2,1,4,2,-58.3413586936725,-34.6784127460771,"15413f43d0c4a449",0
"213",2,48,1,2,1,3,1,-58.5379364966436,-34.4868750258075,"1541df5b6d0cff3c",0
"214",1,21,1,3,1,6,2,-58.7704904274157,-34.3278587595283,"15665116a4fb5704",0
"215",2,56,1,3,3,3,2,-58.2767767278006,-34.7349189384936,"1584bb8c4468c322",0
"216",1,24,2,3,2,5,1,-58.6246088672568,-34.7693065019551,"15ab3f083a1795b4",0
"217",1,23,1,3,1,9,2,-58.2767767278006,-34.7349189384936,"15adc8406840c9d6",0
"218",1,35,1,2,1,2,2,-58.3941226666696,-34.7047432858555,"15cfff42b3343135",0
"219",2,35,1,3,1,7,2,-58.5641494773466,-34.8752388864172,"15d8a69c12cb5dd0",0
"220",1,26,1,3,1,3,1,-58.423469690169,-34.7541169431057,"15fa8cba3054af92",0
"221",2,33,1,5,1,3,2,-61.5111722413601,-35.0509276229617,"163a84699f45fa31",0
"222",2,35,1,5,1,2,2,-62.6346695395212,-36.0573388152291,"16446dcd10460f39",0
"223",1,35,1,2,3,6,2,-60.6572211357287,-27.7440503233402,"16642a05487a004c",0
"224",1,19,1,2,1,5,2,-61.1100432004277,-31.3171749553626,"1681c778d7127f5b",0
"225",1,30,1,3,1,5,1,-58.2767767278006,-34.7349189384936,"169209bc6208f3fd",0
"226",2,47,1,2,3,4,1,-58.5804719227547,-35.6898709415765,"16b5691ccf862b8c",0
"227",2,56,1,3,1,2,2,-58.5053444861507,-34.5263761375676,"16f73dccacb76421",0
"228",1,18,1,2,1,6,2,-64.1528646180089,-31.1440566145003,"1703a6a1a35133ab",0
"229",1,20,1,3,1,5,2,-58.3668830324285,-34.834805250436,"1728bdca0a70cc41",0
"230",2,25,1,3,1,9,2,-58.4762694631934,-34.8303492519273,"174bfbbd1676c0b3",0
"231",1,24,2,2,2,4,1,-58.4488804101251,-34.6151479182398,"175acf72585a73c5",0
"232",1,38,1,4,1,4,2,-64.432235728455,-27.8874401651362,"17628daf1a04c3d8",0
"233",1,77,1,3,3,2,1,-60.4899106899271,-30.5325710648442,"1769669dda0cf324",0
"234",1,19,1,2,2,6,2,-64.9789936971861,-26.9164024412054,"177431f14bd230f1",0
"235",2,30,1,4,2,5,2,-62.791425668622,-32.8784565749729,"1780106a8df09466",0
"236",1,27,1,4,1,4,1,-58.5804719227547,-35.6898709415765,"1788285b2bacd885",0
"237",2,67,1,1,1,5,1,-58.6246088672568,-34.7693065019551,"17b260fc88fb17f9",0
"238",2,29,1,3,1,4,2,-58.6914314463256,-34.551278217791,"17b561d8996d8422",0
"239",1,21,1,2,1,6,2,-58.3668830324285,-34.834805250436,"17c0416cf5048d74",0
"240",1,46,1,3,1,4,1,-59.4209629556857,-34.6970863011454,"17f1443ad98a774b",0
"241",1,22,1,2,1,7,1,-58.6246088672568,-34.7693065019551,"17f81bad31f81687",0
"242",1,29,1,3,1,4,2,-65.3454299301715,-26.78998718858,"17f97a421634d6c3",0
"243",1,48,1,3,1,4,1,-65.432605838322,-24.0861500844631,"181d3f442d50008c",0
"244",1,29,1,3,2,5,2,-58.4488804101251,-34.6151479182398,"181da71503ac9dd7",0
"245",1,47,1,3,1,3,1,-58.917166606432,-25.7764661710911,"183ca7936a6f6845",0
"246",1,46,1,2,1,7,1,-58.3668830324285,-34.834805250436,"184cd0f2ad6f31b9",0
"247",2,21,1,4,1,4,2,-60.9632479719998,-32.9473767894086,"188a3365b44c433c",0
"248",1,52,1,3,1,4,1,-65.432605838322,-24.0861500844631,"18c194d8bcfc4048",0
"249",1,22,1,3,1,4,2,-68.4092834046716,-44.0127745716337,"18fdb31632aa4170",0
"250",1,22,1,3,1,6,2,-58.3668830324285,-34.834805250436,"1928d32080c34c64",0
"251",1,56,1,2,1,3,1,-60.2924970437052,-33.4822928824669,"192cc45856a03ddd",0
"252",1,64,1,2,3,4,1,-63.4769207257252,-31.7330271897257,"1954dc1dd6ab8a21",0
"253",2,32,1,2,2,4,2,-58.4488804101251,-34.6151479182398,"196c160670adfd4d",0
"254",1,22,1,2,1,6,1,-58.6064376242289,-34.3821627094564,"197257a8b5f0c094",0
"255",1,21,1,3,2,7,2,-65.2711768340015,-24.8911881837991,"19ad8598ad774bc8",0
"256",1,43,1,2,1,7,1,-58.8103623815554,-34.6098501944399,"1a072ccb7a451430",0
"257",2,33,1,3,3,4,2,-64.1832160923879,-31.4170640978912,"1a0f87f5247daa6d",0
"258",2,22,1,3,1,5,1,-58.7640220601412,-27.5196363062383,"1a3ac69dfaf95780",0
"259",1,29,1,3,1,5,1,-58.3413586936725,-34.6784127460771,"1a60542a7d4b3d8d",0
"260",2,68,1,4,3,3,2,-64.1832160923879,-31.4170640978912,"1a682dd306142f55",0
"261",2,36,1,3,2,5,2,-67.7093785858779,-45.2860015577364,"1a7f94800975a402",0
"262",2,40,1,4,3,3,2,-68.3505615915447,-34.9460322967049,"1a955d6f3804f583",0
"263",1,44,1,3,1,6,2,-63.4769207257252,-31.7330271897257,"1a9a2f07308af521",0
"264",1,34,1,3,1,3,2,-60.6696152885451,-31.4770125774097,"1af998a2d9a510f7",0
"265",1,23,2,2,2,8,1,-58.2580631285934,-34.876793577096,"1b285a0236cc3831",0
"266",2,34,1,2,2,4,2,-58.4488804101251,-34.6151479182398,"1b579bf1b176cf77",0
"267",2,30,1,3,1,3,2,-57.8272448331031,-34.9098091823487,"1b609ff1282cddf5",0
"268",1,25,1,3,1,4,2,-58.4488804101251,-34.6151479182398,"1b6d11caf8d23d74",0
"269",2,55,1,2,3,2,2,-60.6696152885451,-31.4770125774097,"1b71bdc69b15051f",0
"270",2,72,1,5,3,2,2,-58.4488804101251,-34.6151479182398,"1b9fdf789a7c7921",0
"271",1,28,1,3,1,6,2,-58.6246088672568,-34.7693065019551,"1bb7f2974ac7599c",0
"272",2,18,2,3,3,8,2,-58.7412518747816,-34.710055233357,"1bbf7c75b692addd",0
"273",2,34,1,2,2,4,2,-58.4488804101251,-34.6151479182398,"1bc74719ca595f5d",0
"274",1,30,1,3,1,5,1,-58.2767767278006,-34.7349189384936,"1bd383b31d3bbf04",0
"275",2,54,1,3,1,3,2,-63.7792471105874,-32.2877127919347,"1c130a55ffb3f43c",0
"276",1,41,1,3,1,5,1,-62.1698825493603,-38.5836883883761,"1c19fd8b6c7fd944",0
"277",2,27,1,4,2,4,2,-60.7066788994818,-33.1299963261325,"1c3998b49b4f2680",0
"278",1,33,1,2,1,1,1,-58.7770476904653,-34.511070292185,"1c3a7f05c9170850",0
"279",2,70,1,2,2,7,1,-67.7328369160613,-31.5969091669498,"1c548aabc362b62a",0
"280",2,71,1,4,1,2,1,-58.4488804101251,-34.6151479182398,"1c612933358750c4",0
"281",2,45,1,3,1,4,1,-71.5301538800889,-41.5027678667504,"1c795d6102d9bb26",0
"282",1,50,1,4,1,4,1,-60.9632479719998,-32.9473767894086,"1c88594c0777f173",0
"283",1,32,1,2,1,2,2,-58.5053444861507,-34.5263761375676,"1c936af182f08717",0
"284",1,19,1,2,1,7,1,-58.4488804101251,-34.6151479182398,"1ca048d263499f3f",0
